time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1998-06-11T07:44:11.640Z,36.1763333,-89.4453333,8.83,2.2,md,14,57,0.04616,0.05,nm,nm604387,2016-04-13T19:23:50.160Z,"10km SSE of Ridgely, Tennessee",earthquake,0.5,1.1,0.192,14,reviewed,nm,nm
1998-06-27T05:19:15.460Z,36.0715,-89.7943333,7.26,2.2,md,21,76,0.08908,0.06,nm,nm604392,2016-04-13T19:24:22.140Z,"3km ESE of Steele, Missouri",earthquake,0.5,1.3,0.204,20,reviewed,nm,nm
1998-07-05T07:48:03.050Z,36.2938333,-89.5321667,8.42,2.2,md,16,127,0.0414,0.07,nm,nm604393,2016-04-13T19:24:28.820Z,"5km NW of Ridgely, Tennessee",earthquake,0.6,1.2,0.13,14,reviewed,nm,nm
1998-07-05T11:00:27.090Z,36.1753333,-89.4473333,9.62,2,md,20,43,0.04444,0.06,nm,nm604394,2016-04-13T19:24:35.380Z,"10km SSE of Ridgely, Tennessee",earthquake,0.5,0.7,0.137,18,reviewed,nm,nm
1998-07-15T04:24:50.870Z,36.6891667,-89.5211667,15.34,2.7,md,41,70,0.05841,0.09,nm,nm604397,2016-04-13T19:24:54.680Z,"11km N of New Madrid, Missouri",earthquake,0.3,0.5,0.101,21,reviewed,nm,nm
1998-07-15T07:28:28.590Z,36.69,-89.5205,15.54,2.1,md,23,71,0.05882,0.09,nm,nm604398,2016-04-13T19:25:01.550Z,"11km N of New Madrid, Missouri",earthquake,0.4,0.8,0.134,18,reviewed,nm,nm
1998-07-22T22:11:57.050Z,37.6905,-90.1785,10.86,2.7,mlg,13,327,0.8446,0.07,nm,nm604399,2016-04-13T19:25:08.250Z,"17km NE of Fredericktown, Missouri",earthquake,3,3.1,0.047,6,reviewed,nm,nm
1998-09-06T18:35:29.750Z,36.2605,-89.2883333,7.01,2.1,md,17,163,0.008487,0.06,nm,nm604412,2016-04-13T19:26:31.250Z,"8km W of Obion, Tennessee",earthquake,1.1,1.4,0.151,16,reviewed,nm,nm
1998-09-14T23:24:18.840Z,36.5916667,-89.5795,16.48,2.1,md,27,64,0.02243,0.07,nm,nm604413,2016-04-13T19:26:37.820Z,"3km E of Lilbourn, Missouri",earthquake,0.3,0.7,0.137,16,reviewed,nm,nm
1998-09-17T08:46:40.250Z,36.8563333,-89.4485,4.46,2.5,md,17,178,0.06952,0.09,nm,nm604415,2016-04-13T19:26:50.960Z,"10km NNW of East Prairie, Missouri",earthquake,0.5,0.3,0.159,13,reviewed,nm,nm
1998-10-05T22:50:45.210Z,36.4411667,-89.5418333,8.72,2.2,md,22,102,0.09764,0.05,nm,nm604419,2016-04-13T19:27:16.510Z,"9km NW of Tiptonville, Tennessee",earthquake,0.3,1.3,0.187,21,reviewed,nm,nm
1998-10-26T00:29:49.800Z,37.0658333,-90.9396667,3.93,2.7,md,22,310,,0.18,nm,nm604424,2016-04-13T19:27:48.680Z,"10km NE of Van Buren, Missouri",earthquake,1.7,1.4,0.082,7,reviewed,nm,nm
1998-11-03T15:47:52.710Z,36.4345,-89.522,8.26,2.1,md,18,120,0.08847,0.06,nm,nm604427,2016-04-13T19:28:07.840Z,"7km NW of Tiptonville, Tennessee",earthquake,0.5,1.9,0.127,15,reviewed,nm,nm
1998-11-09T18:36:47.100Z,36.5045,-89.5303333,6.51,2.5,md,25,107,0.03569,0.12,nm,nm604428,2016-04-13T19:28:14.450Z,"9km S of New Madrid, Missouri",earthquake,0.5,1.2,0.159,22,reviewed,nm,nm
1998-12-29T04:14:27.380Z,36.0861667,-89.781,9.81,2.1,md,11,314,,0.14,nm,nm604436,2016-04-13T19:29:06.000Z,"4km E of Steele, Missouri",earthquake,3.9,9.7,0.189,5,reviewed,nm,nm
1999-03-16T13:10:56.210Z,36.2488333,-89.4596667,6.25,2.3,md,15,67,,0.05,nm,nm60014442,2016-04-13T19:04:06.490Z,"3km ESE of Ridgely, Tennessee",earthquake,0.5,1,0.131,5,reviewed,nm,nm
1999-03-18T08:46:00.670Z,36.5271667,-89.6058333,8.93,2.5,md,28,58,,0.07,nm,nm60014443,2016-04-13T19:04:12.920Z,"7km S of Lilbourn, Missouri",earthquake,0.3,0.7,0.096,13,reviewed,nm,nm
1999-03-23T21:29:57.920Z,36.177,-89.381,4.71,2.2,md,13,68,,0.09,nm,nm60014444,2016-04-13T19:04:19.700Z,"12km WNW of Newbern, Tennessee",earthquake,0.9,1.9,0.036,3,reviewed,nm,nm
1999-04-16T02:53:56.720Z,36.4563333,-89.5216667,9.77,2.2,md,24,108,0.08411,0.12,nm,nm60014445,2016-04-13T19:04:26.090Z,"9km NNW of Tiptonville, Tennessee",earthquake,0.5,1.8,0.166,8,reviewed,nm,nm
1999-05-13T14:18:22.750Z,39.1,-94.7,5,3,mblg,,,,,us,usp00097w4,2014-11-07T01:07:40.249Z,"Kansas",earthquake,,,,,reviewed,macr,us
1999-05-27T06:00:03.430Z,36.7206667,-89.5023333,4.46,2.4,md,27,64,0.02481,0.12,nm,nm60014450,2016-04-13T19:04:51.830Z,"12km WSW of East Prairie, Missouri",earthquake,0.3,0.3,0.219,6,reviewed,nm,nm
1999-06-16T12:40:43.170Z,36.104,-89.752,6.08,2.5,md,21,56,,0.07,nm,nm60014453,2016-04-13T19:05:11.410Z,"7km ENE of Steele, Missouri",earthquake,0.4,1,0.28,12,reviewed,nm,nm
1999-06-22T00:41:21.350Z,36.5035,-89.532,6.43,2,md,19,99,,0.07,nm,nm60014454,2016-04-13T19:05:17.970Z,"9km S of New Madrid, Missouri",earthquake,0.4,0.9,0.221,18,reviewed,nm,nm
1999-06-22T07:05:34.430Z,36.8618333,-89.4455,4.31,2.5,md,23,184,0.06769,0.08,nm,nm60014455,2016-04-13T19:05:24.630Z,"10km SW of Charleston, Missouri",earthquake,0.6,0.4,0.132,18,reviewed,nm,nm
1999-07-04T11:19:16.580Z,36.3956667,-89.524,8.53,2,md,29,69,0.04149,0.05,nm,nm60014461,2016-04-13T19:06:04.000Z,"5km WNW of Tiptonville, Tennessee",earthquake,0.3,0.7,0.16,18,reviewed,nm,nm
1999-07-06T16:16:00.560Z,36.202,-89.4823333,7.2,2.1,md,20,68,0.03479,0.08,nm,nm60014463,2016-04-13T19:06:17.680Z,"6km S of Ridgely, Tennessee",earthquake,0.4,1,0.405,11,reviewed,nm,nm
1999-07-17T22:59:09.410Z,36.2406667,-89.3346667,4.58,2.2,md,22,120,0.04714,0.07,nm,nm60014469,2016-04-13T19:06:43.310Z,"13km E of Ridgely, Tennessee",earthquake,0.4,1.6,0.146,12,reviewed,nm,nm
1999-07-18T15:43:35.300Z,36.2063333,-89.4705,7.54,2.4,md,24,43,0.0435,0.04,nm,nm60014470,2016-04-13T19:06:49.970Z,"6km SSE of Ridgely, Tennessee",earthquake,0.3,0.7,0.121,22,reviewed,nm,nm
1999-07-23T09:13:52.080Z,36.2376667,-89.333,4.7,2.2,md,22,91,0.04797,0.08,nm,nm60014473,2016-04-13T19:07:10.140Z,"12km W of Obion, Tennessee",earthquake,0.4,0.8,0.178,8,reviewed,nm,nm
1999-08-01T03:46:42.370Z,36.3045,-89.4168333,4.13,2.4,md,13,189,0.0361,0.13,nm,nm60014475,2016-04-13T19:07:16.750Z,"7km NE of Ridgely, Tennessee",earthquake,1.1,1.6,0.145,6,reviewed,nm,nm
1999-08-01T10:42:25.830Z,36.5223333,-89.5353333,6.37,2.1,md,22,49,0.01748,0.07,nm,nm60014476,2016-04-13T19:07:23.160Z,"7km S of New Madrid, Missouri",earthquake,0.3,0.7,0.105,17,reviewed,nm,nm
1999-08-19T01:30:44.300Z,36.147,-89.6878333,9.89,2.5,md,31,53,0.02928,0.07,nm,nm60014482,2016-04-13T19:08:02.470Z,"5km SSW of Caruthersville, Missouri",earthquake,0.2,0.7,0.123,13,reviewed,nm,nm
1999-08-23T12:12:41.170Z,36.2591667,-89.5013333,9.06,3.1,md,42,36,0.008428,0.08,nm,nm60014485,2016-04-13T19:08:22.690Z,"1km WSW of Ridgely, Tennessee",earthquake,0.2,0.6,0.407,34,reviewed,nm,nm
1999-09-05T22:57:45.560Z,36.4251667,-89.5193333,7.94,2,md,27,80,0.02678,0.06,nm,nm60014489,2016-04-13T19:08:49.960Z,"6km NW of Tiptonville, Tennessee",earthquake,0.3,0.7,0.438,24,reviewed,nm,nm
1999-09-11T15:26:47.860Z,36.4533333,-89.5423333,8.37,2.5,md,34,74,0.05402,0.06,nm,nm60014490,2016-04-13T19:08:56.810Z,"10km NW of Tiptonville, Tennessee",earthquake,0.3,0.8,0.139,25,reviewed,nm,nm
1999-09-13T03:15:17.770Z,36.4783333,-89.479,3.56,2.2,md,33,51,,0.06,nm,nm60014492,2016-04-13T19:09:10.610Z,"11km N of Tiptonville, Tennessee",earthquake,0.4,2.7,0.175,27,reviewed,nm,nm
1999-09-15T01:07:32.090Z,36.5325,-89.5133333,4.79,2.4,md,24,54,0.02398,0.06,nm,nm60014493,2016-04-13T19:09:17.580Z,"6km SSE of New Madrid, Missouri",earthquake,0.3,0.3,0.154,20,reviewed,nm,nm
1999-09-16T04:37:08.290Z,36.5308333,-89.7213333,6.72,2.5,md,27,83,0.04216,0.07,nm,nm60014494,2016-04-13T19:09:24.340Z,"11km N of Portageville, Missouri",earthquake,0.3,0.7,0.185,20,reviewed,nm,nm
1999-10-21T08:18:00.840Z,36.4841667,-90.9711667,9.51,3.9,md,43,272,,0.14,nm,nm60014502,2016-04-13T19:15:17.839Z,"20km SW of Doniphan, Missouri",earthquake,1.4,0.6,0.392,28,reviewed,nm,nm
1999-10-21T08:49:49.400Z,36.4845,-90.9808333,8.99,3.1,md,54,263,,0.22,nm,nm60014503,2016-04-13T19:10:24.110Z,"20km SW of Doniphan, Missouri",earthquake,1,0.6,0.147,41,reviewed,nm,nm
1999-10-26T07:25:54.620Z,36.3441667,-89.5695,11.97,2,md,25,131,0.05785,0.06,nm,nm60014504,2016-04-13T19:10:31.590Z,"9km WSW of Tiptonville, Tennessee",earthquake,0.4,0.7,0.127,14,reviewed,nm,nm
1999-10-30T12:19:03.440Z,36.2818333,-89.425,5.81,2,md,13,262,0.06016,0.03,nm,nm60014506,2016-04-13T19:10:44.550Z,"6km ENE of Ridgely, Tennessee",earthquake,1.6,1.8,0.207,10,reviewed,nm,nm
1999-11-11T15:05:22.650Z,36.7795,-89.5286667,3.84,2.6,md,43,126,0.03303,0.07,nm,nm60014512,2016-04-13T19:11:23.420Z,"12km SSE of Sikeston, Missouri",earthquake,0.3,1.6,0.121,33,reviewed,nm,nm
1999-11-26T06:55:00.060Z,36.42,-92.3535,2.95,2.7,md,38,228,1.584,0.2,nm,nm60014521,2016-04-13T19:12:28.210Z,"9km NNE of Mountain Home, Arkansas",earthquake,3.1,3.5,0.35,27,reviewed,nm,nm
1999-11-28T08:33:02.360Z,36.5635,-89.8165,2.8,2.1,md,35,47,0.03529,0.12,nm,nm60014523,2016-04-13T19:12:41.760Z,"13km E of Malden, Missouri",earthquake,0.2,1.3,0.369,17,reviewed,nm,nm
1999-12-09T00:57:02.840Z,36.5643333,-89.6051667,7,2.3,md,25,280,0.2372,0.07,nm,nm60014526,2016-04-13T19:13:01.400Z,"3km SSE of Lilbourn, Missouri",earthquake,1.4,2.3,0.144,13,reviewed,nm,nm
1999-12-23T08:22:25.980Z,36.5525,-89.6726667,3.72,2.6,md,30,277,0.211,0.07,nm,nm60014535,2016-04-13T19:13:58.710Z,"6km SW of Lilbourn, Missouri",earthquake,1.1,1.3,0.171,20,reviewed,nm,nm
2000-01-04T08:13:20.000Z,38.1,-90.48,11,2,mlg,,,,,nm,nm604544,2016-04-13T18:39:37.880Z,"7km ESE of De Soto, Missouri",earthquake,,,,,reviewed,nm,nm
2000-01-11T11:54:54.680Z,36.0318333,-89.4971667,10,2.7,md,39,48,0.06368,0.06,nm,nm604552,2016-04-13T18:40:30.480Z,"10km W of Dyersburg, Tennessee",earthquake,0.2,0.7,0.141,16,reviewed,nm,nm
2000-01-12T09:35:13.390Z,36.611,-89.5735,8.35,2.1,md,40,59,0.02875,0.14,nm,nm604553,2016-04-13T18:40:37.380Z,"4km NW of New Madrid, Missouri",earthquake,0.4,0.9,0.225,34,reviewed,nm,nm
2000-01-13T17:57:31.520Z,36.1248333,-89.4065,7.7,2.3,md,25,50,0.04218,0.05,nm,nm604554,2016-04-13T18:40:44.560Z,"10km N of Dyersburg, Tennessee",earthquake,0.3,1.2,0.174,20,reviewed,nm,nm
2000-01-26T00:21:48.710Z,36.2171667,-89.4088333,7.01,2.8,md,33,62,0.04679,0.06,nm,nm604560,2016-04-13T18:41:23.450Z,"8km SE of Ridgely, Tennessee",earthquake,0.3,0.9,0.133,12,reviewed,nm,nm
2000-01-26T15:24:42.520Z,36.388,-89.5436667,9.2,2.3,md,40,40,0.03509,0.05,nm,nm604563,2016-04-13T18:41:42.830Z,"6km W of Tiptonville, Tennessee",earthquake,0.2,0.6,0.201,31,reviewed,nm,nm
2000-01-27T01:01:51.640Z,36.5286667,-89.4941667,7.46,2.2,md,35,57,0.03988,0.07,nm,nm604564,2016-04-13T18:41:50.020Z,"7km SSE of New Madrid, Missouri",earthquake,0.3,0.8,0.359,22,reviewed,nm,nm
2000-05-13T14:57:15.600Z,36.2536667,-89.4706667,7.71,2.4,md,34,41,0.03268,0.05,nm,nm604606,2016-04-13T18:46:20.640Z,"1km SE of Ridgely, Tennessee",earthquake,0.2,0.6,0.102,20,reviewed,nm,nm
2000-05-27T11:53:58.610Z,36.55,-89.821,10.68,2.4,md,36,56,0.04255,0.07,nm,nm604615,2016-04-13T18:47:06.560Z,"13km E of Malden, Missouri",earthquake,0.2,0.7,0.172,12,reviewed,nm,nm
2000-05-28T04:51:23.480Z,36.2036667,-89.4028333,7.63,2.3,md,32,69,0.06101,0.07,nm,nm604616,2016-04-13T18:47:13.450Z,"10km SE of Ridgely, Tennessee",earthquake,0.3,1,0.178,21,reviewed,nm,nm
2000-06-03T04:43:56.120Z,36.217,-89.465,5.42,2.2,md,17,46,0.0548,0.03,nm,nm604621,2016-04-13T18:47:39.500Z,"5km SSE of Ridgely, Tennessee",earthquake,0.4,1.5,0.147,12,reviewed,nm,nm
2000-06-10T04:06:16.600Z,36.2055,-89.3675,5,2.5,md,25,99,0.05005,0.13,nm,nm604624,2016-04-13T18:47:58.650Z,"12km ESE of Ridgely, Tennessee",earthquake,0.7,0.4,0.173,18,reviewed,nm,nm
2000-06-12T08:45:47.190Z,36.1201667,-89.7365,5.09,2.2,md,32,77,0.02793,0.05,nm,nm604625,2016-04-13T18:48:05.230Z,"9km ENE of Steele, Missouri",earthquake,0.2,0.8,0.373,13,reviewed,nm,nm
2000-06-19T20:20:44.440Z,36.2996667,-89.5133333,8.39,2,md,17,55,0.04228,0.04,nm,nm604628,2016-04-13T18:48:24.770Z,"4km NNW of Ridgely, Tennessee",earthquake,0.4,0.8,0.172,10,reviewed,nm,nm
2000-07-01T15:29:41.990Z,36.3685,-89.5491667,10.56,2,md,33,36,0.04394,0.04,nm,nm604638,2016-04-13T18:49:29.620Z,"7km W of Tiptonville, Tennessee",earthquake,0.4,0.6,0.145,19,reviewed,nm,nm
2000-07-12T17:08:51.980Z,36.2416667,-89.4293333,6.94,2,md,18,51,0.02233,0.06,nm,nm604646,2016-04-13T18:50:15.060Z,"5km ESE of Ridgely, Tennessee",earthquake,0.4,0.8,0.094,9,reviewed,nm,nm
2000-08-17T09:10:56.680Z,37.3433333,-89.603,11.88,2.2,md,16,303,0.4912,0.09,nm,nm604663,2016-04-13T18:52:03.660Z,"7km SE of Jackson, Missouri",earthquake,2.8,15,0.021,3,reviewed,nm,nm
2000-08-19T10:23:46.180Z,36.1783333,-89.4641667,9.99,2,md,26,40,0.03147,0.06,nm,nm604664,2016-04-13T18:52:10.100Z,"9km SSE of Ridgely, Tennessee",earthquake,0.4,0.7,0.195,14,reviewed,nm,nm
2000-08-22T20:12:14.920Z,36.4755,-91.0996667,10.09,3.9,mlg,35,152,,0.15,nm,nm604669,2016-04-13T18:53:52.434Z,"26km NNW of Pocahontas, Arkansas",earthquake,2.5,4.3,0.814,8,reviewed,nm,nm
2000-08-30T16:10:41.820Z,37.3046667,-90.3453333,4.63,2.5,md,20,166,,0.23,nm,nm604672,2016-04-13T18:52:55.440Z,"21km NNE of Greenville, Missouri",earthquake,0.5,2.4,0.05,8,reviewed,nm,nm
2000-10-01T11:13:56.260Z,36.7676667,-90.837,9.88,2.4,md,21,225,,0.23,nm,nm604684,2016-04-13T18:54:06.530Z,"16km N of Doniphan, Missouri",earthquake,2.4,6,0.101,4,reviewed,nm,nm
2000-10-03T15:10:23.690Z,36.5981667,-89.5871667,9.27,2.3,md,47,31,,0.07,nm,nm604685,2016-04-13T18:54:13.090Z,"2km ENE of Lilbourn, Missouri",earthquake,0.2,0.6,0.438,25,reviewed,nm,nm
2000-10-06T11:48:04.840Z,36.5973333,-89.588,8.95,2.2,md,40,36,0.03043,0.07,nm,nm604686,2016-04-13T18:54:20.290Z,"2km ENE of Lilbourn, Missouri",earthquake,0.2,0.6,0.182,24,reviewed,nm,nm
2000-10-14T07:56:38.860Z,36.4315,-89.5486667,9.66,2.1,md,22,80,0.05098,0.07,nm,nm604687,2016-04-13T18:54:27.320Z,"9km NW of Tiptonville, Tennessee",earthquake,0.5,1.1,0.122,6,reviewed,nm,nm
2000-11-04T19:21:46.820Z,36.1155,-89.742,7.92,2.2,md,45,57,0.0327,0.05,nm,nm604696,2016-04-13T18:55:19.330Z,"8km ENE of Steele, Missouri",earthquake,0.2,0.7,0.412,36,reviewed,nm,nm
2000-11-07T10:35:35.250Z,36.1446667,-89.7096667,7.83,2,md,21,42,0.02539,0.07,nm,nm604698,2016-04-13T18:55:33.350Z,"7km SW of Caruthersville, Missouri",earthquake,0.5,1,0.098,7,reviewed,nm,nm
2000-11-09T05:32:48.640Z,36.2815,-89.4453333,6.17,2.3,md,18,61,0.07231,0.06,nm,nm604699,2016-04-13T18:55:39.990Z,"4km ENE of Ridgely, Tennessee",earthquake,0.4,2.4,0.075,11,reviewed,nm,nm
2000-11-11T08:15:34.640Z,36.115,-89.438,13.16,2.2,md,31,98,0.09996,0.1,nm,nm604700,2016-04-13T18:55:46.540Z,"10km NNW of Dyersburg, Tennessee",earthquake,0.4,1.4,0.136,14,reviewed,nm,nm
2000-11-16T06:21:19.660Z,36.1348333,-89.7231667,9.28,2.2,md,22,55,0.02264,0.04,nm,nm604702,2016-04-13T18:55:59.560Z,"8km SW of Caruthersville, Missouri",earthquake,0.3,0.9,0.105,15,reviewed,nm,nm
2000-12-31T19:05:09.860Z,36.4175,-89.4961667,10.76,2.3,md,27,56,0.06938,0.31,nm,nm604718,2016-04-13T18:57:42.620Z,"4km NNW of Tiptonville, Tennessee",earthquake,0.4,1.2,0.111,11,reviewed,nm,nm
2001-01-02T06:35:54.520Z,37.2551667,-90.2131667,1.25,2,md,19,299,0.5575,0.12,nm,nm604719,2016-11-17T13:05:23.830Z,"22km WSW of Marble Hill, Missouri",earthquake,3.1,6,0.121,2,reviewed,nm,nm
2001-01-16T08:54:16.100Z,36.2596667,-89.2758333,5.13,2.1,md,16,186,0.01354,0.1,nm,nm604724,2016-11-17T13:05:55.930Z,"7km W of Obion, Tennessee",earthquake,1.4,1.5,0.107,5,reviewed,nm,nm
2001-02-11T10:50:06.150Z,36.8006667,-89.521,5.91,2.1,md,36,172,0.02295,0.15,nm,nm604745,2016-11-17T13:08:02.860Z,"10km SE of Sikeston, Missouri",earthquake,1.1,1.6,0.123,11,reviewed,nm,nm
2001-02-11T12:44:58.680Z,36.5391667,-89.5706667,6.96,2,md,30,54,0.02309,0.14,nm,nm604746,2016-11-17T13:08:09.670Z,"6km SW of New Madrid, Missouri",earthquake,0.5,0.8,0.19,10,reviewed,nm,nm
2001-02-18T03:41:56.100Z,36.3535,-89.259,4.47,2,md,25,188,0.07464,0.07,nm,nm604750,2016-11-17T13:08:35.400Z,"8km W of Troy, Tennessee",earthquake,1.1,0.9,0.419,13,reviewed,nm,nm
2001-02-20T05:03:15.630Z,36.1798333,-91.106,3.64,2.5,md,20,261,0.6018,0.17,nm,nm604751,2016-11-17T13:08:42.130Z,"15km SW of Pocahontas, Arkansas",earthquake,2.9,1.3,0.13,8,reviewed,nm,nm
2001-03-15T14:35:02.700Z,36.5325,-89.5698333,7.61,2,md,25,41,0.02334,0.08,nm,nm604771,2016-11-17T13:10:36.970Z,"7km SSW of New Madrid, Missouri",earthquake,0.4,1,0.186,16,reviewed,nm,nm
2001-03-17T08:23:49.790Z,38.2296667,-89.7421667,0.77,2.3,md,33,133,,0.32,nm,nm610726,2016-11-17T13:10:50.320Z,"2km SSE of Marissa, Illinois",earthquake,1.7,2.4,0.255,11,reviewed,nm,nm
2001-03-18T06:25:33.920Z,36.1026667,-89.7581667,8.09,2,md,15,71,0.04866,0.04,nm,nm604774,2016-11-17T13:11:03.280Z,"6km ENE of Steele, Missouri",earthquake,0.7,1.5,0.212,7,reviewed,nm,nm
2001-03-30T17:13:55.600Z,37.933,-93.327,5,3.1,mblg,7,,,0.58,us,usp000ac8m,2014-11-07T01:12:26.679Z,"Missouri",earthquake,,,,,reviewed,us,us
2001-04-02T03:05:50.940Z,36.2113333,-89.4453333,9.22,2.7,md,37,51,0.05519,0.07,nm,nm604784,2016-11-17T13:48:14.370Z,"6km SSE of Ridgely, Tennessee",earthquake,0.3,0.8,0.164,30,reviewed,nm,nm
2001-04-12T02:41:45.770Z,36.5503333,-89.5956667,7.01,2,md,26,54,0.04467,0.07,nm,nm604791,2016-11-17T13:12:52.330Z,"4km SSE of Lilbourn, Missouri",earthquake,0.5,0.9,0.179,16,reviewed,nm,nm
2001-05-02T09:13:03.000Z,36.58,-92.24,1,2.5,mblg,11,,,,us,usp000aeak,2014-11-07T01:12:42.696Z,"Missouri",earthquake,,,,,reviewed,slm,slm
2001-05-03T19:48:55.140Z,36.2381667,-89.4348333,7.26,2,md,12,51,0.02719,0.02,nm,nm604816,2016-11-17T13:15:23.630Z,"5km ESE of Ridgely, Tennessee",earthquake,0.8,1.5,0.05,7,reviewed,nm,nm
2001-05-23T10:56:31.860Z,36.2398333,-89.3191667,13.71,2.7,md,28,104,0.03849,0.09,nm,nm604847,2016-11-17T13:18:33.940Z,"11km W of Obion, Tennessee",earthquake,0.6,0.8,0.138,20,reviewed,nm,nm
2001-06-02T23:56:49.440Z,36.1045,-89.4016667,9.19,2.3,md,23,48,0.02467,0.06,nm,nm604852,2016-11-17T13:19:05.980Z,"7km N of Dyersburg, Tennessee",earthquake,0.4,0.9,0.186,15,reviewed,nm,nm
2001-06-13T07:26:24.030Z,36.621,-89.5643333,8.92,2.4,md,39,66,0.0344,0.06,nm,nm604860,2016-11-17T13:19:56.810Z,"5km NW of New Madrid, Missouri",earthquake,0.2,0.6,0.487,37,reviewed,nm,nm
2001-07-07T20:45:42.810Z,36.2743333,-89.4016667,13.41,3,mlg,40,71,0.01929,0.06,nm,nm604875,2016-11-17T13:21:33.840Z,"7km E of Ridgely, Tennessee",earthquake,0.4,0.7,0.241,18,reviewed,nm,nm
2001-07-14T22:40:28.220Z,36.2623333,-89.4241667,6.58,2.7,md,28,47,0.002644,0.06,nm,nm604880,2016-11-17T13:22:06.080Z,"5km E of Ridgely, Tennessee",earthquake,0.4,0.8,0.099,11,reviewed,nm,nm
2001-07-27T00:48:33.500Z,36.172,-89.4311667,9.07,2.5,md,29,45,0.08135,0.05,nm,nm604888,2016-11-17T13:22:58.070Z,"11km SSE of Ridgely, Tennessee",earthquake,0.4,1.3,0.128,14,reviewed,nm,nm
2001-07-31T13:23:34.750Z,36.4545,-89.5408333,8.88,2.5,md,27,116,0.06163,0.05,nm,nm604892,2016-11-17T13:23:24.160Z,"10km NW of Tiptonville, Tennessee",earthquake,0.4,0.9,0.134,17,reviewed,nm,nm
2001-07-31T18:54:28.670Z,36.2113333,-89.4725,5.79,2.1,md,17,64,0.04679,0.03,nm,nm604893,2016-11-17T13:23:30.910Z,"5km SSE of Ridgely, Tennessee",earthquake,0.8,1.9,0.123,6,reviewed,nm,nm
2001-08-04T23:00:12.530Z,36.0553333,-89.8115,9.23,2.2,md,23,48,0.0706,0.06,nm,nm604897,2016-11-17T13:23:56.130Z,"3km SSE of Steele, Missouri",earthquake,0.5,1.2,0.321,7,reviewed,nm,nm
2001-08-06T05:07:19.000Z,36.1338333,-89.7315,7.31,2,md,15,60,0.02759,0.05,nm,nm604899,2016-11-17T13:24:09.220Z,"9km SW of Caruthersville, Missouri",earthquake,1,1.5,0.105,5,reviewed,nm,nm
2001-08-24T12:03:40.340Z,36.219,-89.4593333,7.34,2.1,md,19,82,0.05374,0.06,nm,nm604915,2016-11-17T13:25:45.050Z,"5km SSE of Ridgely, Tennessee",earthquake,1.1,2.7,0.043,4,reviewed,nm,nm
2001-08-25T23:24:10.750Z,36.3263333,-89.5031667,7.7,2.2,md,21,77,0.02202,0.05,nm,nm604921,2016-11-17T13:26:22.960Z,"6km SSW of Tiptonville, Tennessee",earthquake,0.5,0.9,0.148,7,reviewed,nm,nm
2001-09-02T00:37:08.290Z,36.0851667,-89.6223333,3.43,2.1,md,16,55,0.07329,0.25,nm,nm604926,2016-11-17T13:26:55.020Z,"12km SSE of Caruthersville, Missouri",earthquake,0.8,4.9,0.181,4,reviewed,nm,nm
2001-09-04T05:19:22.620Z,36.4273333,-89.465,6.53,2.3,md,24,105,0.08353,0.12,nm,nm604929,2016-11-17T13:27:14.170Z,"5km N of Tiptonville, Tennessee",earthquake,0.9,2.2,0.09,13,reviewed,nm,nm
2001-09-09T12:51:15.460Z,36.4985,-89.5893333,10.7,2.3,md,25,92,0.05557,0.05,nm,nm604931,2016-11-17T13:27:27.340Z,"10km SSE of Lilbourn, Missouri",earthquake,0.3,0.9,0.226,15,reviewed,nm,nm
2001-09-20T21:41:09.540Z,36.0871667,-89.4311667,10.83,2.2,md,19,41,0.04397,0.1,nm,nm604935,2016-11-17T13:27:53.240Z,"7km NW of Dyersburg, Tennessee",earthquake,0.5,1.4,0.231,7,reviewed,nm,nm
2001-09-24T01:45:22.450Z,36.363,-89.5145,7.99,2.2,md,22,55,0.02004,0.03,nm,nm604936,2016-11-17T13:27:59.760Z,"4km WSW of Tiptonville, Tennessee",earthquake,0.9,1.1,0.108,8,reviewed,nm,nm
2001-10-30T06:56:07.220Z,36.2116667,-89.4735,6.4,2,md,16,56,0.05363,0.02,nm,nm604948,2016-11-17T13:29:17.570Z,"5km SSE of Ridgely, Tennessee",earthquake,0.8,2.1,0.11,4,reviewed,nm,nm
2001-10-31T07:59:44.740Z,36.0061667,-89.8706667,8.16,2,md,17,62,0.0461,0.04,nm,nm604949,2016-11-17T13:29:23.970Z,"9km NNE of Blytheville, Arkansas",earthquake,1,1.6,0.206,4,reviewed,nm,nm
2001-11-05T06:55:33.630Z,36.119,-89.7366667,9.24,2.1,md,25,37,0.02809,0.04,nm,nm604950,2016-11-17T13:29:30.380Z,"9km ENE of Steele, Missouri",earthquake,0.4,1.1,0.161,4,reviewed,nm,nm
2001-11-14T20:45:04.510Z,36.7431667,-89.1976667,7.9,2.1,md,13,261,0.2033,0.18,nm,nm604955,2016-11-17T13:30:02.560Z,"17km ESE of East Prairie, Missouri",earthquake,3.2,16.1,0.048,1,reviewed,nm,nm
2001-11-18T04:25:59.290Z,36.1503333,-89.6873333,9.44,2.2,md,34,46,0.03252,0.2,nm,nm604956,2016-11-17T13:30:08.910Z,"5km SSW of Caruthersville, Missouri",earthquake,0.2,0.8,0.44,11,reviewed,nm,nm
