time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1984-07-02T00:59:36.500Z,37.99,-90.48,9.6,2,md,,,,,nm,nm602355,2016-04-14T16:26:10.070Z,"9km NE of Bonne Terre, Missouri",earthquake,,,,,reviewed,nm,nm
1984-07-08T15:11:20.300Z,38.31,-90.62,14.7,2.2,md,,,,,nm,nm602358,2016-04-14T16:26:22.270Z,"5km SSE of Cedar Hill, Missouri",earthquake,,,,,reviewed,nm,nm
1984-07-16T03:50:53.440Z,36.481,-89.493,5.9,2.4,md,,,,,nm,nm602364,2016-04-14T16:26:58.720Z,"11km N of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-07-29T20:02:57.000Z,36.338,-89.499,6.4,2.1,md,,,,,nm,nm602372,2016-04-14T16:27:47.380Z,"5km SSW of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-07-30T07:33:46.500Z,37.82,-90.92,7.1,3,md,,,,,nm,nm602373,2016-04-14T16:27:53.450Z,"17km SW of Potosi, Missouri",earthquake,,,,,reviewed,nm,nm
1984-08-20T04:43:03.900Z,37.88,-90.39,18.1,2.1,md,,,,,nm,nm602385,2016-04-14T16:29:06.410Z,"10km ENE of Esther, Missouri",earthquake,,,,,reviewed,nm,nm
1984-08-28T05:10:20.700Z,37.22,-89,2,2.4,md,,,,,nm,nm602387,2016-04-14T16:29:18.560Z,"16km N of La Center, Kentucky",earthquake,,,,,reviewed,nm,nm
1984-09-01T18:08:19.370Z,36.516,-89.579,5,2.3,md,,,,,nm,nm602391,2016-04-14T16:29:42.870Z,"9km SSW of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1984-09-03T03:55:10.780Z,36.456,-89.565,10.2,2.2,md,,,,,nm,nm602394,2016-04-14T16:30:01.170Z,"11km NW of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-09-06T16:06:07.040Z,36.231,-89.368,12.9,2.4,md,,,,,nm,nm602397,2016-04-14T16:30:19.410Z,"11km ESE of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-09-19T15:19:07.400Z,37.21,-89.01,2,2,md,,,,,nm,nm602402,2016-04-14T16:30:49.800Z,"15km NNW of La Center, Kentucky",earthquake,,,,,reviewed,nm,nm
1984-09-19T16:25:49.700Z,37.21,-89.01,1.2,2.5,md,,,,,nm,nm602403,2016-04-14T16:30:55.870Z,"15km NNW of La Center, Kentucky",earthquake,,,,,reviewed,nm,nm
1984-09-19T17:02:27.040Z,36.08,-89.373,6.6,2,md,,,,,nm,nm602404,2016-04-14T16:31:01.950Z,"5km NNE of Dyersburg, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-09-21T08:46:12.430Z,36.318,-89.501,8.1,2.4,md,,,,,nm,nm602406,2016-04-14T16:31:08.040Z,"6km N of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-09-23T18:50:49.100Z,36.45,-89.55,6.8,2.2,md,,,,,nm,nm602407,2016-04-14T16:31:14.110Z,"10km NW of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-09-27T08:08:37.200Z,37.2,-89,5,2.8,md,,,,,nm,nm602411,2016-04-14T16:31:38.420Z,"13km N of La Center, Kentucky",earthquake,,,,,reviewed,nm,nm
1984-10-03T05:22:39.900Z,37.22,-89.01,3.8,2.1,md,,,,,nm,nm602419,2016-04-14T16:32:20.950Z,"16km NNW of La Center, Kentucky",earthquake,,,,,reviewed,nm,nm
1984-10-04T13:12:23.050Z,36.87,-91.928,5,2.4,md,,,,,nm,nm602420,2016-04-14T16:32:27.020Z,"14km SSE of Willow Springs, Missouri",earthquake,,,,,reviewed,nm,nm
1984-10-06T01:14:12.130Z,36.174,-89.682,7.4,2.2,md,,,,,nm,nm602422,2016-04-14T16:32:39.190Z,"3km SW of Caruthersville, Missouri",earthquake,,,,,reviewed,nm,nm
1984-10-13T15:40:40.140Z,36.575,-89.703,5,2.1,md,,,,,nm,nm602427,2016-04-14T16:32:51.340Z,"8km WSW of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1984-10-16T19:51:33.300Z,36.3,-89.47,5,2,md,,,,,nm,nm602431,2016-04-14T16:33:15.670Z,"4km NNE of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-10-17T07:56:23.100Z,37.22,-89,0.9,2.3,md,,,,,nm,nm602433,2016-04-14T16:33:27.830Z,"16km N of La Center, Kentucky",earthquake,,,,,reviewed,nm,nm
1984-10-17T15:06:15.900Z,37.21,-89.01,5.8,2,md,,,,,nm,nm602434,2016-04-14T16:33:33.910Z,"15km NNW of La Center, Kentucky",earthquake,,,,,reviewed,nm,nm
1984-11-02T14:45:41.400Z,36,-91.98,7.5,2.2,md,,,,,nm,nm602441,2016-04-14T16:34:10.380Z,"9km SW of Melbourne, Arkansas",earthquake,,,,,reviewed,nm,nm
1984-11-10T11:25:33.400Z,37.39,-90.05,5,2.5,md,,,,,nm,nm602443,2016-04-14T16:34:22.530Z,"11km NW of Marble Hill, Missouri",earthquake,,,,,reviewed,nm,nm
1984-12-03T11:55:43.240Z,36.211,-89.715,10,3,md,,,,,nm,nm602456,2016-04-14T16:35:41.550Z,"3km SE of Hayti, Missouri",earthquake,,,,,reviewed,nm,nm
1984-12-20T16:49:38.000Z,36.26,-89.54,5,2.3,md,,,,,nm,nm602464,2016-04-14T16:36:30.160Z,"4km W of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1984-12-27T06:24:26.110Z,36.506,-89.693,5,2.1,md,,,,,nm,nm602469,2016-04-14T16:37:00.560Z,"8km N of Portageville, Missouri",earthquake,,,,,reviewed,nm,nm
1984-12-28T03:18:56.500Z,37.23,-89.32,9.9,2.4,md,,,,,nm,nm602471,2016-04-14T16:37:12.710Z,"18km E of Scott City, Missouri",earthquake,,,,,reviewed,nm,nm
1985-01-07T01:54:35.900Z,36.6,-89.84,9.9,2.2,md,,,,,nm,nm602475,2016-04-14T16:37:37.040Z,"12km ENE of Malden, Missouri",earthquake,,,,,reviewed,nm,nm
1985-01-08T20:44:38.700Z,36.29,-89.52,4,2,md,,,,,nm,nm602479,2016-04-14T16:38:01.350Z,"4km NW of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1985-01-12T13:23:34.540Z,36.797,-89.623,7.1,2.3,md,,,,,nm,nm602484,2016-04-14T16:38:31.780Z,"9km SSW of Sikeston, Missouri",earthquake,,,,,reviewed,nm,nm
1985-01-18T13:59:58.400Z,36.42,-89.6,11.7,2.3,md,,,,,nm,nm602486,2016-04-14T16:38:43.930Z,"8km E of Portageville, Missouri",earthquake,,,,,reviewed,nm,nm
1985-01-25T08:15:39.100Z,36.34,-89.41,3.6,2.1,md,,,,,nm,nm602490,2016-04-14T16:39:08.240Z,"7km SE of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1985-02-02T23:29:36.000Z,36.2,-89.61,16.9,2,md,,,,,nm,nm602495,2016-04-14T16:39:38.620Z,"4km E of Caruthersville, Missouri",earthquake,,,,,reviewed,nm,nm
1985-02-07T23:44:17.210Z,36.289,-89.419,5,2.3,md,,,,,nm,nm602498,2016-04-14T16:39:56.840Z,"6km ENE of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1985-02-07T23:44:34.720Z,36.29,-89.442,5,2.4,md,,,,,nm,nm602499,2016-04-14T16:40:02.920Z,"5km NE of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1985-02-15T03:59:35.200Z,38.04,-90.02,5.7,2,md,,,,,nm,nm602505,2016-04-14T16:40:33.350Z,"6km NNE of Sainte Genevieve, Missouri",earthquake,,,,,reviewed,nm,nm
1985-02-15T15:56:10.000Z,37.23,-89.33,5.3,3.3,md,,,,,nm,nm602507,2016-04-14T16:40:45.510Z,"17km E of Scott City, Missouri",earthquake,,,,,reviewed,nm,nm
1985-02-21T23:01:20.510Z,36.096,-89.81,6.5,2.2,md,,,,,nm,nm602513,2016-04-14T16:41:21.970Z,"2km NE of Steele, Missouri",earthquake,,,,,reviewed,nm,nm
1985-02-27T00:36:39.000Z,37.21,-89.34,1.6,2.4,md,,,,,nm,nm602520,2016-04-14T16:42:04.530Z,"16km E of Scott City, Missouri",earthquake,,,,,reviewed,nm,nm
1985-02-28T22:34:34.900Z,36.57,-89.85,3.2,2.3,md,,,,,nm,nm602525,2016-04-14T16:42:34.930Z,"10km E of Malden, Missouri",earthquake,,,,,reviewed,nm,nm
1985-03-02T19:04:36.100Z,39.11,-91.12,5,2.1,md,,,,,nm,nm602528,2016-04-14T16:42:53.180Z,"18km NW of Troy, Missouri",earthquake,,,,,reviewed,nm,nm
1985-03-18T18:30:40.410Z,36.465,-89.564,5,2,md,,,,,nm,nm602538,2016-04-14T16:43:53.940Z,"12km NW of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1985-03-28T10:22:18.160Z,36.206,-89.598,6.3,2,md,,,,,nm,nm602550,2016-04-14T16:45:06.870Z,"5km ENE of Caruthersville, Missouri",earthquake,,,,,reviewed,nm,nm
1985-03-28T14:55:32.100Z,39.04,-89.66,5,2.5,md,,,,,nm,nm602551,2016-04-14T16:45:12.950Z,"6km ESE of Mount Olive, Illinois",earthquake,,,,,reviewed,nm,nm
1985-04-13T00:24:37.410Z,36.422,-89.626,5,2.2,md,,,,,nm,nm602561,2016-04-14T16:46:13.740Z,"6km E of Portageville, Missouri",earthquake,,,,,reviewed,nm,nm
1985-05-04T07:07:11.860Z,36.282,-90.879,9.9,2.7,md,,,,,nm,nm602567,2016-04-14T16:46:50.200Z,"8km ENE of Pocahontas, Arkansas",earthquake,,,,,reviewed,nm,nm
1985-05-26T06:11:11.600Z,36.551,-89.548,3,2.4,md,,,,,nm,nm602575,2016-04-14T16:47:38.850Z,"4km SSW of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1985-06-24T03:09:58.300Z,36.41,-89.52,7,2,md,,,,,nm,nm602591,2016-04-14T16:49:16.110Z,"5km NW of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1985-07-06T08:08:12.360Z,36.565,-89.757,5.2,2,md,,,,,nm,nm602595,2016-04-14T16:49:34.360Z,"13km WSW of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1985-07-06T22:51:59.290Z,36.148,-91.495,4.1,2,md,,,,,nm,nm602597,2016-04-14T16:49:40.440Z,"13km SE of Ash Flat, Arkansas",earthquake,,,,,reviewed,nm,nm
1985-07-10T04:38:13.000Z,36.763,-89.408,5,2.5,md,,,,,nm,nm602598,2016-04-14T16:49:46.510Z,"2km SW of East Prairie, Missouri",earthquake,,,,,reviewed,nm,nm
1985-07-21T21:22:11.800Z,37.98,-90.62,6.3,2.8,md,,,,,nm,nm602600,2016-04-14T16:49:58.670Z,"8km NW of Bonne Terre, Missouri",earthquake,,,,,reviewed,nm,nm
1985-07-22T01:31:00.200Z,36.54,-89.72,11.2,2.3,md,,,,,nm,nm602601,2016-04-14T16:50:04.750Z,"11km WSW of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1985-07-22T12:03:45.900Z,36.5,-89.54,10.8,2.4,md,,,,,nm,nm602602,2016-04-14T16:50:10.830Z,"9km S of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1985-08-18T19:40:07.170Z,36.492,-89.572,5,2,md,,,,,nm,nm602615,2016-04-14T16:51:29.910Z,"11km SSW of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1985-08-22T16:13:44.400Z,37.87,-90.19,15.5,2.1,md,,,,,nm,nm602616,2016-04-14T16:51:36.010Z,"17km SW of Sainte Genevieve, Missouri",earthquake,,,,,reviewed,nm,nm
1985-09-25T20:09:02.400Z,36.605,-89.658,4.3,2.1,md,,,,,nm,nm602634,2016-04-14T16:53:13.250Z,"4km WNW of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1985-10-04T19:51:29.850Z,36.674,-89.445,5.1,2.3,md,,,,,nm,nm602635,2016-04-14T16:53:19.320Z,"12km SSW of East Prairie, Missouri",earthquake,,,,,reviewed,nm,nm
1985-10-07T10:44:35.870Z,35.917,-91.73,7.9,2.5,md,,,,,nm,nm602640,2016-04-14T16:53:49.740Z,"16km W of Cave City, Arkansas",earthquake,,,,,reviewed,nm,nm
1985-10-08T01:37:20.300Z,37.88,-90.79,10,2.1,md,,,,,nm,nm602641,2016-04-14T16:53:55.820Z,"6km S of Potosi, Missouri",earthquake,,,,,reviewed,nm,nm
1985-10-12T06:43:42.500Z,38.51,-89.01,5,2.7,md,,,,,nm,nm602645,2016-04-14T16:54:20.140Z,"10km E of Centralia, Illinois",earthquake,,,,,reviewed,nm,nm
1985-10-23T04:14:32.260Z,36.103,-89.937,7.4,2,md,,,,,nm,nm602655,2016-04-14T16:55:14.890Z,"9km WNW of Steele, Missouri",earthquake,,,,,reviewed,nm,nm
1985-11-08T19:10:12.500Z,38.18,-90.32,3,2.6,md,,,,,nm,nm602660,2016-04-14T16:55:45.400Z,"6km SE of Crystal City, Missouri",earthquake,,,,,reviewed,nm,nm
1985-11-10T17:51:58.790Z,36.156,-89.769,7.5,2.3,md,,,,,nm,nm602663,2016-04-14T16:56:03.630Z,"8km SSW of Hayti, Missouri",earthquake,,,,,reviewed,nm,nm
1985-11-19T06:22:14.580Z,36.547,-89.542,5,2.4,md,,,,,nm,nm602670,2016-04-14T16:56:46.170Z,"4km SSW of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1985-12-03T20:01:22.600Z,37.38,-89.49,2,2.2,md,,,,,nm,nm602684,2016-04-14T16:58:11.310Z,"8km NNE of Cape Girardeau, Missouri",earthquake,,,,,reviewed,nm,nm
1985-12-04T21:14:14.500Z,37.91,-89.22,10,2.3,md,,,,,nm,nm602685,2016-04-14T16:58:17.390Z,"9km WNW of Royalton, Illinois",earthquake,,,,,reviewed,nm,nm
1985-12-09T05:31:55.770Z,36.226,-90.765,6.3,2.1,md,,,,,nm,nm602690,2016-04-14T16:58:47.780Z,"18km ESE of Pocahontas, Arkansas",earthquake,,,,,reviewed,nm,nm
1985-12-17T19:45:23.600Z,37.3,-89.53,3.4,2.4,md,,,,,nm,nm602702,2016-04-14T17:00:00.730Z,"1km WSW of Cape Girardeau, Missouri",earthquake,,,,,reviewed,nm,nm
1985-12-29T08:56:58.300Z,38.49,-89.02,1,3.2,md,,,,,nm,nm602710,2016-04-14T17:00:49.410Z,"10km ESE of Centralia, Illinois",earthquake,,,,,reviewed,nm,nm
1986-01-02T21:58:37.330Z,36.057,-91.984,14,2,md,,,,,nm,nm602713,2016-04-14T17:01:07.680Z,"6km W of Melbourne, Arkansas",earthquake,,,,,reviewed,nm,nm
1986-01-21T18:20:34.540Z,36.593,-89.644,5,2.6,md,,,,,nm,nm602724,2016-04-14T17:02:14.550Z,"2km W of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1986-01-21T18:21:13.200Z,36.56,-89.61,1.3,2.2,md,,,,,nm,nm602725,2016-04-14T17:02:20.630Z,"3km S of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1986-01-21T20:26:06.010Z,36.532,-89.697,5,2,md,,,,,nm,nm602727,2016-04-14T17:02:32.800Z,"9km SW of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1986-01-22T17:22:56.820Z,36.466,-89.56,3.3,2.5,md,,,,,nm,nm602729,2016-04-14T17:02:44.950Z,"12km NW of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1986-01-26T04:09:05.100Z,36.183,-89.459,10.4,2.5,md,,,,,nm,nm602736,2016-04-14T17:03:21.450Z,"9km SSE of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1986-02-08T19:44:48.300Z,37.46,-89.19,20,2.5,md,,,,,nm,nm602749,2016-04-14T17:04:34.400Z,"5km E of Anna, Illinois",earthquake,,,,,reviewed,nm,nm
1986-02-10T17:31:59.800Z,36.507,-90.955,5,2.2,md,,,,,nm,nm602751,2016-04-14T17:04:46.550Z,"17km SW of Doniphan, Missouri",earthquake,,,,,reviewed,nm,nm
1986-02-13T19:54:12.600Z,38.18,-90.3,6.9,2,md,,,,,nm,nm602754,2016-04-14T17:04:58.700Z,"8km ESE of Crystal City, Missouri",earthquake,,,,,reviewed,nm,nm
1986-02-15T11:01:12.800Z,38.25,-89.77,5,2.7,md,,,,,nm,nm602756,2016-04-14T17:05:10.850Z,"1km W of Marissa, Illinois",earthquake,,,,,reviewed,nm,nm
1986-02-17T19:13:06.700Z,37.94,-90.4,3.8,2.8,md,,,,,nm,nm602757,2016-04-14T17:05:16.930Z,"13km NE of Desloge, Missouri",earthquake,,,,,reviewed,nm,nm
1986-02-17T20:38:11.500Z,37.93,-90.43,1.6,2,md,,,,,nm,nm602758,2016-04-14T17:05:23.000Z,"10km NE of Desloge, Missouri",earthquake,,,,,reviewed,nm,nm
1986-02-22T07:23:29.800Z,37.94,-90.44,1.7,2.3,md,,,,,nm,nm602761,2016-04-14T17:05:41.240Z,"10km E of Bonne Terre, Missouri",earthquake,,,,,reviewed,nm,nm
1986-02-26T15:03:00.500Z,38.39,-89.1,5,2.7,md,,,,,nm,nm602762,2016-04-14T17:05:47.310Z,"13km SSE of Wamac, Illinois",earthquake,,,,,reviewed,nm,nm
1986-03-07T02:44:48.100Z,36.23,-90.86,5,2.1,md,,,,,nm,nm602764,2016-04-14T17:05:59.470Z,"10km ESE of Pocahontas, Arkansas",earthquake,,,,,reviewed,nm,nm
1986-04-02T17:41:56.100Z,37.54,-89.69,6.3,2.3,md,,,,,nm,nm602781,2016-04-14T17:07:42.870Z,"17km N of Jackson, Missouri",earthquake,,,,,reviewed,nm,nm
1986-04-08T11:27:18.100Z,38.18,-90.44,2,2,md,,,,,nm,nm602782,2016-04-14T17:07:48.940Z,"5km SW of Festus, Missouri",earthquake,,,,,reviewed,nm,nm
1986-04-27T21:33:22.500Z,37.96,-90.19,3.5,2.8,md,,,,,nm,nm602793,2016-04-14T17:08:55.800Z,"13km W of Sainte Genevieve, Missouri",earthquake,,,,,reviewed,nm,nm
1986-04-29T18:20:59.900Z,38.16,-90.38,7,2.3,md,,,,,nm,nm602796,2016-04-14T17:09:14.060Z,"6km SSE of Festus, Missouri",earthquake,,,,,reviewed,nm,nm
1986-05-01T14:56:14.630Z,36.223,-89.746,11.1,2.1,md,,,,,nm,nm602797,2016-04-14T17:09:20.140Z,"1km SSE of Hayti, Missouri",earthquake,,,,,reviewed,nm,nm
1986-05-11T23:59:14.300Z,36.161,-89.668,11.6,2.5,md,,,,,nm,nm602806,2016-04-14T17:10:14.870Z,"3km SSW of Caruthersville, Missouri",earthquake,,,,,reviewed,nm,nm
1986-05-20T05:00:21.110Z,36.543,-89.639,5,2.2,md,,,,,nm,nm602812,2016-04-14T17:10:45.260Z,"5km SSW of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1986-05-20T06:44:59.000Z,38,-89.9,5,2.5,md,,,,,nm,nm602813,2016-04-14T17:10:51.340Z,"11km NW of Chester, Illinois",earthquake,,,,,reviewed,nm,nm
1986-05-24T12:48:14.430Z,36.484,-89.917,12.9,3.1,md,,,,,nm,nm602816,2016-04-14T17:11:09.570Z,"3km N of Gideon, Missouri",earthquake,,,,,reviewed,nm,nm
1986-05-25T10:27:44.800Z,36.23,-94.877,5,2.2,md,,,,,us,usp0002udk,2014-11-07T00:38:25.898Z,"Oklahoma",earthquake,,,,,reviewed,tul,tul
1986-05-26T20:40:09.360Z,36.115,-89.82,8.2,2,md,,,,,nm,nm602820,2016-04-14T17:11:33.900Z,"3km NNE of Steele, Missouri",earthquake,,,,,reviewed,nm,nm
1986-06-09T13:04:18.800Z,36.26,-89.49,5,2.1,md,,,,,nm,nm602834,2016-04-14T17:12:58.990Z,"0km SSW of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1986-06-15T07:53:19.600Z,37.95,-90.42,14.7,2,md,,,,,nm,nm602841,2016-04-14T17:13:41.530Z,"12km ENE of Bonne Terre, Missouri",earthquake,,,,,reviewed,nm,nm
1986-07-01T05:06:00.530Z,36.479,-89.608,5.9,2.1,md,,,,,nm,nm602849,2016-04-14T17:14:30.150Z,"10km NE of Portageville, Missouri",earthquake,,,,,reviewed,nm,nm
1986-07-01T19:45:51.490Z,36.28,-89.697,14.4,2,md,,,,,nm,nm602851,2016-04-14T17:14:42.300Z,"6km NE of Hayti, Missouri",earthquake,,,,,reviewed,nm,nm
1986-07-08T06:29:47.750Z,36.705,-89.99,7.9,2.5,md,,,,,nm,nm602858,2016-04-14T17:15:24.870Z,"4km NNW of Bernie, Missouri",earthquake,,,,,reviewed,nm,nm
1986-07-18T14:42:53.620Z,36.04,-89.886,10.1,2.4,md,,,,,nm,nm602873,2016-04-14T17:16:43.910Z,"7km SW of Steele, Missouri",earthquake,,,,,reviewed,nm,nm
1986-08-08T12:23:47.290Z,36.098,-89.769,12,2,md,,,,,nm,nm602891,2016-04-14T17:18:27.310Z,"5km ENE of Steele, Missouri",earthquake,,,,,reviewed,nm,nm
1986-08-11T11:27:53.100Z,38.32,-89.78,7.8,2.1,md,,,,,nm,nm602895,2016-04-14T17:18:51.630Z,"8km E of New Athens, Illinois",earthquake,,,,,reviewed,nm,nm
1986-08-14T17:06:37.700Z,36.2,-89.54,5,2,md,,,,,nm,nm602900,2016-04-14T17:19:22.010Z,"8km SSW of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1986-08-21T19:25:06.430Z,36.817,-89.283,14.9,2.3,md,,,,,nm,nm602904,2016-04-14T17:19:46.330Z,"10km ENE of East Prairie, Missouri",earthquake,,,,,reviewed,nm,nm
1986-08-26T16:41:24.800Z,38.32,-89.79,5,3.6,md,,,,,nm,nm602907,2016-04-14T17:21:17.821Z,"7km E of New Athens, Illinois",earthquake,,,,,reviewed,nm,nm
1986-08-26T16:50:09.100Z,38.34,-89.81,5,2.1,md,,,,,nm,nm602908,2016-04-14T17:20:10.650Z,"6km ENE of New Athens, Illinois",earthquake,,,,,reviewed,nm,nm
1986-08-27T23:26:09.300Z,36.16,-89.38,4.2,2.1,md,,,,,nm,nm602910,2016-04-14T17:20:22.800Z,"11km WNW of Newbern, Tennessee",earthquake,,,,,reviewed,nm,nm
1986-08-28T01:03:18.700Z,36.49,-89.55,7.2,2.1,md,,,,,nm,nm602911,2016-04-14T17:20:28.880Z,"10km S of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1986-09-10T10:22:05.500Z,38.23,-89.52,9,2.1,md,,,,,nm,nm602923,2016-04-14T17:21:41.900Z,"17km SW of Nashville, Illinois",earthquake,,,,,reviewed,nm,nm
1986-09-16T21:10:49.200Z,37.84,-90.52,3.7,2,md,,,,,nm,nm602929,2016-04-14T17:22:18.390Z,"1km SSW of Flat River, Missouri",earthquake,,,,,reviewed,nm,nm
1986-09-27T06:24:48.700Z,36.54,-89.61,5,2,md,,,,,nm,nm602935,2016-04-14T17:22:54.860Z,"5km S of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1986-10-08T08:13:47.470Z,36.491,-89.573,8,2.2,md,,,,,nm,nm602946,2016-04-14T17:24:01.740Z,"11km SSW of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1986-10-08T08:14:56.100Z,36.35,-89.46,5,2,md,,,,,nm,nm602947,2016-04-14T17:24:07.810Z,"3km SSE of Tiptonville, Tennessee",earthquake,,,,,reviewed,nm,nm
1986-10-18T22:53:29.350Z,36.21,-89.513,8.1,2.5,md,,,,,nm,nm602952,2016-04-14T17:24:38.220Z,"6km SSW of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1986-10-24T05:57:45.940Z,36.186,-89.687,10,2.6,md,,,,,nm,nm602954,2016-04-14T17:24:50.380Z,"2km WSW of Caruthersville, Missouri",earthquake,,,,,reviewed,nm,nm
1986-10-29T05:03:41.300Z,38.44,-89.04,5,3,md,,,,,nm,nm602957,2016-04-14T17:25:08.610Z,"11km SE of Wamac, Illinois",earthquake,,,,,reviewed,nm,nm
1986-11-06T19:21:47.200Z,38.11,-90.42,9.4,2.7,md,,,,,nm,nm602960,2016-04-14T17:25:26.830Z,"12km S of Festus, Missouri",earthquake,,,,,reviewed,nm,nm
1986-11-12T12:53:34.200Z,36.54,-89.59,7,2.1,md,,,,,nm,nm602966,2016-04-14T17:26:03.310Z,"6km SSE of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1986-12-07T03:56:01.500Z,36.51,-89.58,5.4,2.2,md,,,,,nm,nm602980,2016-04-14T17:27:16.240Z,"9km SSW of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1986-12-12T11:58:19.870Z,36.475,-89.583,5,2,md,,,,,nm,nm602985,2016-04-14T17:27:46.630Z,"11km ENE of Portageville, Missouri",earthquake,,,,,reviewed,nm,nm
1986-12-12T23:51:48.260Z,36.903,-89.128,11.7,2.7,md,,,,,nm,nm602986,2016-04-14T17:27:52.750Z,"7km SSW of Wickliffe, Kentucky",earthquake,,,,,reviewed,nm,nm
1986-12-16T00:02:13.300Z,36.73,-89.52,5,2.5,md,,,,,nm,nm602990,2016-04-14T17:28:17.070Z,"13km WSW of East Prairie, Missouri",earthquake,,,,,reviewed,nm,nm
1986-12-16T00:53:48.000Z,38.1,-89.13,5.2,2.3,md,,,,,nm,nm602991,2016-04-14T17:28:23.150Z,"7km W of Sesser, Illinois",earthquake,,,,,reviewed,nm,nm
1986-12-30T07:15:19.090Z,36.418,-89.629,12.9,3.2,md,,,,,nm,nm602995,2016-04-14T17:28:47.470Z,"6km E of Portageville, Missouri",earthquake,,,,,reviewed,nm,nm
1987-01-12T06:37:20.430Z,36.514,-89.577,6.6,2.2,md,,,,,nm,nm603002,2016-04-14T17:29:30.050Z,"9km SSW of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1987-02-01T17:04:30.960Z,36.322,-89.577,5,2,md,,,,,nm,nm603034,2016-04-14T17:32:32.380Z,"10km NW of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
1987-02-03T03:58:48.890Z,36.54,-89.725,2.1,2.6,md,,,,,nm,nm603036,2016-04-14T17:32:44.530Z,"11km WSW of Lilbourn, Missouri",earthquake,,,,,reviewed,nm,nm
1987-02-04T22:00:04.600Z,36.54,-93.47,5,2.5,md,,,,,nm,nm603037,2016-04-14T17:32:50.600Z,"11km SSW of Kimberling City, Missouri",earthquake,,,,,reviewed,nm,nm
1987-02-05T16:33:45.100Z,36.51,-89.57,6.9,2,md,,,,,nm,nm603038,2016-04-14T17:32:56.680Z,"9km SSW of New Madrid, Missouri",earthquake,,,,,reviewed,nm,nm
1987-03-05T02:02:37.940Z,36.05,-89.834,11.2,2.3,md,,,,,nm,nm603062,2016-04-14T17:35:22.560Z,"3km S of Steele, Missouri",earthquake,,,,,reviewed,nm,nm
1987-03-13T18:37:07.000Z,39.09,-89.41,1.1,3.2,md,,,,,nm,nm603066,2016-04-14T17:35:40.790Z,"10km SE of Hillsboro, Illinois",earthquake,,,,,reviewed,nm,nm
1987-03-14T11:51:01.290Z,36.117,-89.77,10,2.7,md,,,,,nm,nm603067,2016-04-14T17:35:46.870Z,"6km NE of Steele, Missouri",earthquake,,,,,reviewed,nm,nm
1987-04-26T00:56:21.500Z,38.54,-89.41,5.4,3.1,md,,,,,nm,nm603089,2016-04-14T17:37:48.420Z,"7km SSE of Beckemeyer, Illinois",earthquake,,,,,reviewed,nm,nm
1987-05-02T19:51:28.810Z,36.29,-89.553,9.8,2.9,md,,,,,nm,nm603094,2016-04-14T17:38:18.800Z,"6km WNW of Ridgely, Tennessee",earthquake,,,,,reviewed,nm,nm
